Node ID,Degree,Modularity class,Betweenness centrality,Closeness centrality
"Rivas Soriano, Pedro Pablo",1,10,0,0.260852
"Rodger, Christopher A.",5,10,0.000043,0.263721
"Ronneseth, Andreas H.",1,10,0,0.260852
"Rosenbaum, Wilf L.",1,10,0,0.260852
"Royle, Gordon F.",5,10,0.000038,0.267645
"Sagols, Feliu",1,10,0,0.260852
"Satyanarayana, Appajosyula",1,10,0,0.260852
"Sau, Ignasi (Valls)",2,4,0.000036,0.263806
"Schellenberg, Paul J.",4,10,0,0.263474
"Scheutzow, Michael K. R.",1,10,0,0.260852
"Schlage-Puchta, Jan-Christoph",1,10,0,0.260852
"Shalaby, Nabil",2,10,0,0.261752
"Shasha, Dennis E.",2,2,0.000067,0.262467
"Sherwood, George B.",1,10,0,0.260852
"Shi, Ce",1,10,0,0.260852
"Shier, Douglas R.",3,10,0.000074,0.265904
"Simpson, R. Jamie",4,3,0.000097,0.267638
"Srinivasan, Kaushik",1,10,0,0.260852
"Stevens, Brett",1,10,0,0.260852
"Stewart, Lorna K.",3,10,0.000099,0.264659
"Suffel, Charles L.",3,10,0.000071,0.276004
"Sutner, Klaus",1,10,0,0.260852
"Syrotiuk, Violet R.",1,10,0,0.260852
"Tang, Yu^4",1,10,0,0.260852
"Teirlinck, Luc",2,10,0,0.261396
"Tonchev, Vladimir D.",2,10,0.000021,0.263637
"Torney, David C.",1,10,0,0.260852
"Torres Jimenez, Jose",1,10,0,0.260852
Tran Van Trung,3,10,0.000007,0.263589
"Trent, Jeffrey M.",1,10,0,0.260852
"Tsai, Wei-Tek",1,10,0,0.260852
"van Oorschot, Paul C.",1,10,0,0.260852
"Vanstone, Scott Alexander",9,10,0.000375,0.271443
"Von Hoff, Daniel D.",1,10,0,0.260852
"Wagner, David Gustav",3,10,0.000015,0.263282
"Wald, Joseph A.",1,10,0,0.260852
"Walker, Robert A., II",1,10,0,0.260852
"Wallis, Walter Denis",12,10,0.000612,0.279699
"Wang, Chengmin",1,10,0,0.260852
"Wang, Jin Hua^4",1,10,0,0.260852
"Wanless, Ian M.",4,10,0.000043,0.27209
"Weiss, Asia Ivic",1,10,0,0.260852
"Wellsch, Kenneth C.",1,10,0,0.260852
"Weyant, Thomas",1,10,0,0.260852
"Wojtas, Mieczyslaw",1,10,0,0.260852
"Wu, Huayao",1,10,0,0.260852
"Xue, Guo Liang",2,10,0.000031,0.272161
"Yan, Jie^3",1,10,0,0.260852
"Yates, Derek F.",1,10,0,0.260852
"Yellamraju, Sruthi",1,10,0,0.260852
"Yin, Jian Xing",4,10,0.000001,0.263528
"Yu, Min-Li",1,10,0,0.260852
"Yucas, Joseph L.",3,10,0.000006,0.26438
"Zhang, Hantao",1,10,0,0.260852
"Zhang, Zhiqiang",1,10,0,0.260852
"Zhao, Sufang",1,10,0,0.260852
"Zhou, Junling",1,10,0,0.260852
"Zhu, Lie^1",4,10,0.000001,0.263528
"Zhu, Xiao Jun",2,10,0,0.26218
"Znam, Stefan",6,10,0.000129,0.268861
"Evans, James R.",1,10,0,0.257767
"Haggard, Gary",1,10,0,0.257767
"Jarvis, John J.",1,10,0,0.257767
"Ackerman, Michael Charles",1,10,0,0.263312
"Blokhuis, Aart",9,10,0.000114,0.280823
"Broersma, Hajo J.",5,10,0.000026,0.275181
"Brousek, Jan",1,10,0,0.263312
"Burris, Anita Carol",2,10,0,0.264963
"Card, P. K.",1,10,0,0.263312
"Csaba, Laszlo",4,10,0,0.268661
"Faudree, Jill R.",4,10,0,0.26658
"Favaron, Odile",8,10,0.000135,0.272811
"Flandrin, Evelyne",5,10,0.000001,0.267161
"Harborth, Heiko",5,10,0.000032,0.274866
"Ishigami, Yoshiyasu",3,10,0,0.265415
"Kinch, Lael F.",5,10,0,0.269408
"Knisley, Debra Jane",5,10,0.000012,0.270457
"Lawrence, Sherri L.",3,10,0,0.265874
"Li, Hao^1",6,10,0.000005,0.26978
"Li, Xue Chao",2,10,0,0.264817
"Lindquester, Terri England",6,10,0.000015,0.272573
"Liu, Zhen Hong^1",2,10,0,0.263516
"Mengersen, Ingrid",3,10,0.000002,0.27349
"Ozeki, Kenta",1,10,0,0.263312
"Powell, Jeffrey S.",3,10,0,0.265941
"Schelten, Annette",1,10,0,0.263312
"Soltes, Lubomir",6,10,0.000025,0.267056
"Szonyi, Tamas",5,10,0.000006,0.277272
"Trommel, Huib",1,10,0,0.263312
"van den Heuvel, Jan",2,10,0.000001,0.265317
"Veldman, Henk Jan",4,10,0.000017,0.267496
"Vrana, Petr",1,10,0,0.263312
"Wong, Christine M.",1,10,0,0.263312
"Yoshimoto, Kiyoshi",3,10,0,0.265959
"Bannai, Eiichi",3,10,0,0.267229
"Bjorner, Anders",2,10,0,0.268467
"Bouchon-Meunier, Bernadette",1,10,0,0.263534
"Chowdhury, Ameera",2,10,0.000002,0.265659
"Engel, Konrad",3,10,0.000006,0.269698
"Freed, Daniel S.",3,10,0,0.268636
"Hannak, Laszlo",1,10,0,0.263534
"Hirschfeld, James William Peter",2,10,0,0.264617
"Ito, Noboru^1",1,10,0,0.263534
"Kato, Mitsuo",1,10,0,0.263534
"Katona, Gyula Y.",4,10,0.000028,0.269818
"Kim, Ann Chi",2,10,0,0.264617
"Kiyota, Masao",3,10,0,0.267229
"Mieczkowska, Katarzyna",2,10,0,0.270584
"Mussche, Tim",1,10,0,0.263534
"Nakashima, Junichiro",1,10,0,0.263534
"Nomura, Kazumasa",1,10,0,0.263534
"Ota, Katsuhiro",5,10,0.000042,0.272437
"Rosenberg, Ivo G.",5,10,0.00003,0.275793
"Stanley, Richard P.",6,10,0.000153,0.276872
"Stechkin, Boris S.",3,10,0.000001,0.274225
"Sterboul, Francois",1,10,0,0.263534
"Watanabe, Mika",1,10,0,0.263534
"Berkovich, Yakov G.",2,10,0,0.256403
"Berstein, A. A.",1,10,0,0.256187
"Brailovsky, Leonid V.",2,10,0,0.256403
"Buzytskii, Pavel L.",1,10,0,0.256187
"Chaimovich, Mark",2,10,0,0.25666
"Drozdova, A. A.",1,10,0,0.256187
"Fomin, A. S.",1,10,0,0.256187
"Geroldinger, Alfred",1,10,0,0.256187
"Granovsky, Boris L.",1,10,0,0.256187
"Grynkiewicz, David J.",3,10,0.000003,0.257739
"Halberstam, Heini",5,10,0.000011,0.263763
"Heppes, Aladar",4,9,0.000008,0.258062
"Levitin, Lev B.",1,10,0,0.256187
"Lipkin, Edith",1,10,0,0.256187
"Longobardi, Patrizia",2,10,0,0.256403
"Low, Lewis",1,10,0,0.256187
"Maj, Mercede",2,10,0,0.256403
"Moran, William",5,8,0.000035,0.26136
"Moskvin, D. A.",1,10,0,0.256187
"Pavlova, G. V.",1,10,0,0.256187
"Pigarev, V. P.",1,10,0,0.256187
"Pitman, Jane",1,10,0,0.256187
"Schein, Boris M.",1,10,0,0.256187
"Serra, Oriol",4,10,0.000017,0.269515
"Stanchescu, Yonutz V.",2,10,0,0.256403
"Temkin, Mikhail",3,3,0,0.266506
"Uhrin, Bela",1,10,0,0.256187
"Vershik, Anatolii Moiseevich",2,10,0.000011,0.261461
"Yakubovich, Yuri V.",1,10,0,0.256187
"Yudin, Alexander Aleksandrovich",2,3,0,0.258432
"Anstee, Richard P.",2,10,0.000016,0.267931
"Biro, Csaba",4,10,0.000011,0.27256
"Chen, Ya-Chen^1",1,10,0,0.266821
"Csima, Jozsef",2,10,0,0.270959
"Dow, Stephen J.",3,10,0,0.27019
"Downey, Rodney G.",2,8,0,0.269622
"Dyer, Martin E.",4,10,0.000016,0.270216
"Gerbner, Daniel",3,10,0,0.270184
"Jockusch, Carl G., Jr.",3,3,0.000006,0.27059
"Kang, Jeong-Hyun",1,10,0,0.266821
"Kantor, Ida",1,10,0,0.266821
"Katona, Zsolt",1,10,0,0.266821
"Kelly, Leroy M.",3,10,0.000013,0.268298
"Kim, Younjin",1,10,0,0.266821
"Kurshan, Robert P.",2,10,0,0.270774
"Lazebnik, Felix G.",2,10,0,0.268012
"Loeb, Peter Albert",1,10,0,0.266821
"Morgan, Frank",1,10,0,0.266821
"Quinn, Forrest",1,10,0,0.266821
"Reimer, David",2,10,0,0.268012
"Reuter, Klaus",1,10,0,0.266821
"Riet, Ago-Erik",1,10,0,0.266821
"Sali, Attila",3,10,0.000005,0.269761
"Seiver, Robert",1,10,0,0.266821
"Sinaimeri, Blerina",1,10,0,0.266821
"Sloan, Robert H.",1,10,0,0.266821
"Szekely, Gabor J.",3,10,0.000001,0.269931
"Takata, Ken",1,10,0,0.266821
"Ustimenko, Vasiliy A.",2,10,0,0.268012
"Weichsel, Paul M.",1,10,0,0.266821
"Woldar, Andrew J.",2,10,0,0.268012
"Zubor, Zoltan",1,10,0,0.266821
"Bisztriczky, Tibor",4,10,0.000008,0.265941
"Durocher, Stephane",1,10,0,0.257376
"Henry, Christopher",1,10,0,0.257376
"Johannson, Karen R. (Gunderson)",1,10,0,0.257376
"Jungic, Veselin",3,10,0.000004,0.268786
"Li, Pak-Ching",3,10,0.000012,0.262401
"Peters, James F.",1,10,0,0.257376
"Quackenbush, Robert W.",2,10,0.000001,0.257969
"Skala, Matthew",1,10,0,0.257376
"Strauss, Dona Papert",4,10,0.000001,0.260163
"Williamson, Kevin",1,10,0,0.257376
"Campos, Victor A.",2,10,0.000001,0.269351
"Chua, Lynn",1,10,0,0.263975
"Colucci Cavalcante de Souza, Lucas",1,10,0,0.263975
"Cropper, Mathew M.",4,10,0.000002,0.270228
"Esperet, Louis",2,10,0.000001,0.265122
"Finkel, Daniel Lawrence",2,10,0,0.264374
"Frank, Andras",2,10,0.000003,0.266593
"Furuya, Michitaka",1,10,0,0.263975
"Garnick, David K.",2,10,0.000005,0.269401
"Gravier, Sylvain",7,10,0.000181,0.275365
"Havet, Frederic",2,10,0,0.264605
"Hossain, Chetak",1,10,0,0.263975
"Hubenko, Alice",1,10,0,0.263975
"Kiraly, Zoltan",3,10,0.000001,0.26547
"Li, Zhentao",1,10,0,0.263975
"Linhares-Sales, Claudia",1,10,0,0.263975
"Machado, Raphael Carlos Santos",1,10,0,0.263975
"Maffray, Frederic",3,10,0,0.2655
"Mhalla, Mehdi",2,10,0.000003,0.264902
"Palvolgyi, Domotor",2,10,0.000002,0.270102
"Preissmann, Myriam",2,10,0,0.264872
"Raeisi, Ghaffar",1,10,0,0.263975
"Sebo, Andras",3,10,0,0.26475
"Toth, Agnes",1,10,0,0.263975
"Trotignon, Nicolas",1,10,0,0.263975
"Weidl, Peter",1,10,0,0.263975
"Zaker, Manouchehr",1,10,0,0.263975
"Apostolico, Alberto",2,10,0.000006,0.262736
"Bienstock, Daniel",2,10,0.000003,0.269037
"Chan, Tsz Ho",2,10,0,0.262401
"Hoffmann, Frank^1",1,10,0,0.258809
"Jordan, Tibor",1,10,0,0.258809
"Kriegel, Klaus",1,10,0,0.258809
"Lemons, Nathan",1,10,0,0.258809
"Liptak, Zsuzsanna",1,10,0,0.258809
"Pizzi, Cinzia",1,10,0,0.258809
"Rho, Yoomi",1,10,0,0.258809
"Shu, Jinlong",1,10,0,0.258809
"Arizumi, Nana",2,10,0,0.264477
"Bjorkman, Pamela J.",1,10,0,0.256958
"Chilakamarri, Kiran B.",2,10,0,0.257554
"Deak, Ervin",1,10,0,0.256958
"Dunkum, Molly",1,10,0,0.256958
"Foster, Michael R.",1,10,0,0.256958
"Hamburger, Agnes E.",1,10,0,0.256958
"Hamburger, Zsuzsa A.",1,10,0,0.256958
"Hepp, Edit",1,10,0,0.256958
"Por, Attila",2,10,0.000005,0.259619
"Walsh, Matthew Philip",3,10,0.000003,0.261171
"West, Anthony P., Jr.",1,10,0,0.256958
"Addario-Berry, Louigi",1,10,0,0.259251
"Aleksandrov, Alexei B.",2,8,0.000017,0.261277
"Alm, Sven Erick",1,10,0,0.259251
"Alonso, Laurent",1,10,0,0.259251
"Arazy, Jonathan",1,10,0,0.259251
"Barbour, Andrew D.",1,10,0,0.259251
"Beckner, William",1,10,0,0.259251
"Beer, Elizabeth",1,10,0,0.259251
"Blei, Ron C.",1,10,0,0.259251
"Blum, Michael G. B.",1,10,0,0.259251
"Boman, Jan",3,8,0.000083,0.262037
"Bousquet-Melou, Mireille",1,10,0,0.259251
"Bradley, Richard C., Jr.",1,10,0,0.259251
"Britton, Tom",1,10,0,0.259251
"Bryc, Wlodzimierz",1,10,0,0.259251
"Chao, Jia-Arng",1,10,0,0.259251
"Chassaing, Philippe",1,10,0,0.259251
"Cima, Joseph A.",2,8,0.00003,0.260222
"Claesson, Tomas",1,10,0,0.259251
"Cobos, Fernando",1,10,0,0.259251
"Cwikel, Michael",1,10,0,0.259251
"Devroye, Luc P.",4,9,0.000111,0.268211
"Drmota, Michael",3,3,0.000026,0.263077
"Ekstrom, Erik",1,10,0,0.259251
"Esseen, Carl-Gustav",1,10,0,0.259251
"Essen, Matts R.",2,3,0.000007,0.260598
"Fill, James Allen",2,10,0,0.261118
"Fisher, Stephen David",1,10,0,0.259251
"Francois, Olivier",1,10,0,0.259251
"Garmo, Hans",1,10,0,0.259251
"Gillet, Florent",1,10,0,0.259251
"Godbole, Anant P.",1,10,0,0.259251
"Gottlieb, Alex D.",1,10,0,0.259251
"Greenhill, Catherine S.",6,10,0.000032,0.271354
"Gut, Allan",1,10,0,0.259251
"Hitczenko, Pawel",3,10,0.000013,0.26514
"Hobson, David G.",1,10,0,0.259251
"Holst, Lars",1,10,0,0.259251
"Hwang, Hsien-Kuei",1,10,0,0.259251
"Izhakian, Zur",1,10,0,0.259251
"Jammalamadaka, Sreenivasa Rao",1,10,0,0.259251
"Johansson, Folke",1,10,0,0.259251
"Jones, Peter Wilcox",1,10,0,0.259251
"Jones, Roger L.",3,8,0.000004,0.260545
"Jonsson, Henrik",1,10,0,0.259251
"Jonsson, Thordur",1,10,0,0.259251
"Kaijser, Sten",1,10,0,0.259251
"Kallenberg, Olav",1,10,0,0.259251
"Kersting, Gotz Dietrich",1,10,0,0.259251
"Kollias, Giorgos",1,10,0,0.259251
"Kuba, Markus",1,10,0,0.259251
"Kuhn, Thomas",1,10,0,0.259251
"Laihonen, Tero K.",1,10,0,0.259251
"Lalley, Steven P.",2,10,0,0.261118
"Laurie, Dirk P.",1,10,0,0.259251
"Lavault, Christian",1,10,0,0.259251
"Linusson, Svante",1,10,0,0.259251
"Locantore, Nicholas W., Jr.",1,10,0,0.259251
"Lonardi, Stefano",1,10,0,0.259251
"Louchard, Guy",1,10,0,0.259251
"M'Baye, Sokhna",1,10,0,0.259251
"Magner, Abram",1,10,0,0.259251
"Marckert, Jean-Francois",1,10,0,0.259251
"Mazorchuk, Volodymyr",1,10,0,0.259251
"Mossel, Elchanan",4,10,0.000061,0.277372
"Nakamura, Brian",1,10,0,0.259251
"Neininger, Ralph",1,10,0,0.259251
"Nilsson, Per G.",1,10,0,0.259251
"Norfolk, Timothy S.",1,10,0,0.259251
"Norros, Ilkka",2,10,0,0.266469
"Nowicki, Krzysztof",1,10,0,0.259251
"Oleszkiewicz, Krzysztof",2,9,0.000019,0.2598
"Panholzer, Alois",1,10,0,0.259251
"Peetre, Jaak",1,10,0,0.259251
"Peller, Vladimir V.",1,10,0,0.259251
"Peng, Li Zhong",1,10,0,0.259251
"Petersson, Niclas",1,10,0,0.259251
"Protter, Philip E.",1,10,0,0.259251
"Ranto, Sanna M.",1,10,0,0.259251
"Rapoport, Rebecca",1,10,0,0.259251
"Reingold, Edward M.",2,10,0.000021,0.263198
"Rhoades, Robert C.",3,10,0.000074,0.263981
"Rochberg, Richard H.",4,8,0.000108,0.264259
"Schott, Rene",1,10,0,0.259251
"Scudo, Petra F.",1,10,0,0.259251
"Semmes, Stephen W.",1,10,0,0.259251
"Severini, Simone",3,10,0.000071,0.265708
"Stamatiou, Yannis C.",2,10,0.000004,0.259835
"Stefansson, Sigurdur Orn",1,10,0,0.259251
"Szpankowski, Wojciech",2,10,0,0.266469
"Taibleson, Mitchell H.",1,10,0,0.259251
"Turova, Tatyana S.",2,10,0,0.266469
"Tysk, Johan",1,10,0,0.259251
"Upmeier, Harald",1,10,0,0.259251
"Vallier, Thomas",2,10,0,0.266469
"Vamvakari, Malvina G.",1,10,0,0.259251
"Vegelius, Jan",1,10,0,0.259251
"Viola, Alfredo",2,10,0.000008,0.26282
"Wagner, Stephan Georg",4,3,0.000203,0.270539
"Wallsten, Robert",1,10,0,0.259251
"Ward, Mark Daniel",1,10,0,0.259251
"Warnke, Lutz",1,10,0,0.259251
"Wastlund, Johan",2,10,0.00001,0.266131
"Weiss, Guido L.",2,8,0.000071,0.260646
"Wichura, Michael J.",1,10,0,0.259251
"Wild, Marcel",1,10,0,0.259251
"Windridge, Peter",1,10,0,0.259251
"Wolff, Thomas H.",1,10,0,0.259251
"Xiao, Jie^1",1,10,0,0.259251
"Yale, Keith",1,10,0,0.259251
"Yukich, Joseph Elliott",1,10,0,0.259251
"Zeilberger, Doron",4,10,0.000045,0.265116
"Bartnicki, Tomasz",1,10,0,0.259333
"Chappell, Glenn G.",2,10,0.000003,0.261396
"Chau, Phong",1,10,0,0.259333
"Cushing, William",1,10,0,0.259333
"Das, A.",1,10,0,0.259333
"DeBiasio, Louis",1,10,0,0.259333
"Dunn, Charles Lundon",1,10,0,0.259333
"Fan, Genghua",4,10,0.000018,0.268536
"Fan, Hao",1,10,0,0.259333
"Kolossa, Katalin",1,10,0,0.259333
"Lidicky, Bernard",2,10,0,0.264593
"Mazumder, A.",1,10,0,0.259333
"McNulty, George F.",5,5,0.000061,0.27664
"Molla, Theodore",1,10,0,0.259333
"Penrice, Stephen G.",2,10,0,0.264909
"Qin, Jun",2,10,0,0.264909
"Quintana, Juan A.",1,10,0,0.259333
"Saoub, Karin R.",1,10,0,0.259333
"Sen, A.",1,10,0,0.259333
"Smith, David A.",1,10,0,0.259333
"Smith, Matt Earl",1,10,0,0.259333
"Spacapan, Simon",1,10,0,0.259333
"Timmons, Craig M.",1,10,0,0.259333
"Wang, Ran",1,10,0,0.259333
"Yang, Chung-Ying",1,10,0,0.259333
"Yang, Da Qing",1,10,0,0.259333
"Yeager, Elyse C.",1,10,0,0.259333
"Zhang, Xin^10",1,10,0,0.259333
"Zhou, Chanyang",1,10,0,0.259333
"Zhu, Ying Xian",1,10,0,0.259333
"Allen, Peter David",1,10,0,0.258114
"Bastos, Antonio J. O.",1,10,0,0.258114
"Botelho, Fabiano C.",2,10,0.000003,0.26687
"Bottcher, Julia",1,10,0,0.258114
"Carmo, Renato",1,10,0,0.258114
"Correa, Ricardo C.",1,10,0,0.258114
"de Figueiredo, Celina Miraglia Herrera",2,10,0.000004,0.261053
"Feder, Tomas",2,10,0.000007,0.264611
"Ferrari, Pablo Augusto",2,8,0.000006,0.25838
"Fontes, Luiz Renato G.",1,10,0,0.258114
"Griffiths, Simon",1,10,0,0.258114
"Hoppen, Carlos",3,10,0.000005,0.267775
"Isopi, Marco",1,10,0,0.258114
"Klein, Sulamita",2,10,0.000007,0.264611
"Konstadinidis, Pavlos B.",1,10,0,0.258114
"Kreuter, Bernd",1,10,0,0.258114
"Laber, Eduardo Sany",1,10,0,0.258114
"Marciniszyn, Martin",1,10,0,0.258114
"Miyazawa, Flavio Keidi",1,10,0,0.258114
"Mota, Guilherme Oliveira",2,10,0.000001,0.259233
"Motwani, Rajeev",4,10,0.000113,0.276189
"O'Callaghan, Liadan Ita",1,10,0,0.258114
"Osthus, Deryk",1,10,0,0.258114
"Parente, Roberto Freitas",1,10,0,0.258114
"Picco, Pierre",1,10,0,0.258114
"Procacci, Aldo",1,10,0,0.258114
"Raghavan, Prabhakar",1,10,0,0.258114
"Rath, Balazs",1,10,0,0.258114
"Sampaio, Rudini Menezes",1,10,0,0.258114
"Thomas, Dilys",1,10,0,0.258114
"Wojciechowski, Jerzy Marian",2,10,0.000005,0.258617
"Ziviani, Nivio",2,10,0.000003,0.26687
"Ageev, Alexander A.",1,10,0,0.263192
"Akbari, Saieed",1,10,0,0.263192
"Alzohairi, Mohammad",1,10,0,0.263192
"Dvorak, Zdenek",2,10,0.000005,0.268417
"Glebov, Aleksei N.",1,10,0,0.263192
"Glebov, N. I.",1,10,0,0.263192
"Gobel, Frits",1,10,0,0.263192
"Greenwell, Donald L.",3,10,0.000007,0.269534
"Masurova, Nadezhda P.",1,10,0,0.263192
"Mazurov, Viktor Danilovich",1,10,0,0.263192
"Melnikov, Leonid S.",1,10,0,0.263192
"Mirumyan, Alisa N.",1,10,0,0.263192
"Pemmaraju, Sriram V.",1,10,0,0.263192
"Perepelitsa, Irina G.",1,10,0,0.263192
"Rabern, Landon",1,10,0,0.263192
"Raigorodskii, Andrei M.",1,10,0,0.263192
"Raju, J. Krishnam",1,10,0,0.263192
"Savelev, Lev Ya.",1,10,0,0.263192
"Serdyukov, Anatoly I.",1,10,0,0.263192
"Sereni, Jean-Sebastien",1,10,0,0.263192
"Sheikh, Naeem Nisar",1,10,0,0.263192
"Smolikova, Petra",2,10,0,0.270812
"Sopena, Eric",5,10,0.000011,0.276249
"Stodolsky, Burak Yildiran",1,10,0,0.263192
"Szigeti, Zoltan",1,10,0,0.263192
"Tashkinov, Vladimir A.",1,10,0,0.263192
"Treglown, Andrew",1,10,0,0.263192
"Tulai, Nayeef A.",1,10,0,0.263192
"Vertraete, Jacques",1,10,0,0.263192
"Weber, Karl F. E.",1,10,0,0.263192
"Wirth, Bettine",1,10,0,0.263192
"Fischer, Paul^1",3,10,0.000025,0.266691
"Hoffgen, Klaus-Uwe",2,10,0,0.264629
"Hofmeister, Thomas",1,10,0,0.25694
"Meerdink, Terry",2,10,0,0.257572
"Odermann, Knut",1,10,0,0.25694
"Schmitt, Niels",1,10,0,0.25694
"Si-Kaddour, Hamza",2,5,0,0.2582
"Thiele, Torsten",2,10,0.000002,0.266008
"Winkler, Dirk",1,10,0,0.25694
"Levi, Inessa",1,10,0,0.261047
"McMorris, Frederick R. (Buck)",6,10,0.000006,0.275233
"Powers, Robert C.",1,10,0,0.261047
"Scott, Debra Diny",2,10,0.000001,0.270666
"Aldous, David John",3,10,0.000057,0.270419
"Aleliunas, Romas",1,10,0,0.263715
"Appleson, Robert R.",1,10,0,0.263715
"Bordewich, Magnus",1,10,0,0.263715
"Brieden, Andreas",2,10,0,0.265733
"Cameron, Kathleen",3,10,0.000019,0.268799
"Chen, Fang^2",1,10,0,0.263715
"Chen, Jiangzhuo",1,10,0,0.263715
"Chou, Philip A.",1,10,0,0.263715
"Cook, William John",2,10,0,0.268423
"Deak, Istvan",1,10,0,0.263715
"Draisma, Jan",1,10,0,0.263715
"Dress, Andreas W. M.",2,3,0.000063,0.267402
"Edmonds, Jack R.",2,8,0.000016,0.265439
"Freedman, Michael Hartley",1,10,0,0.263715
"Gacs, Andras",1,10,0,0.263715
"Gacs, Peter",2,10,0,0.268174
"Gijswijt, Dion C.",1,10,0,0.263715
"Goecke, Oskar",1,10,0,0.263715
"Gritzmann, Peter",2,10,0,0.265733
"Harvey, Nicholas J. A.",1,10,0,0.263715
"Hatami, Hamed",2,10,0.000005,0.264744
"Howe, Roger E.",1,10,0,0.263715
"Hurkens, Cor A. J.",1,10,0,0.263715
"Karmarkar, Narendra K.",2,10,0.000009,0.269081
"Kleinberg, Robert D.",1,10,0,0.263715
"Korte, Bernhard",1,10,0,0.263715
"Ladner, Richard E.",2,10,0.000004,0.263932
"Lenstra, Arjen K.",4,3,0.000035,0.269938
"Lenstra, Hendrik W., Jr.",3,3,0.000043,0.270482
"Liptak, Laszlo",1,10,0,0.263715
"Lovasz, Sandor",1,10,0,0.263715
"Marton, Katalin",2,10,0,0.263963
"Marx, Morris L.",1,10,0,0.263715
"Montenegro, Ravi",2,10,0,0.266451
"Neumann Lara, Victor",2,10,0.000007,0.268336
"Nyirady, Peter",1,10,0,0.263715
"Palla, Gergely",1,10,0,0.263715
"Rackoff, Charles W.",1,10,0,0.263715
"Rajaraman, Rajmohan",1,10,0,0.263715
"Recski, Andras",1,10,0,0.263715
"Regts, Guus",1,10,0,0.263715
"Romics, Imre",1,10,0,0.263715
"Romik, Dan",1,10,0,0.263715
"Scarf, Herbert E.",1,10,0,0.263715
"Schrader, Rainer",1,10,0,0.263715
"Schrijver, Alexander",5,10,0.000033,0.272392
"Storme, Leo",1,10,0,0.263715
"Sundaram, Ravi",2,10,0.000001,0.265531
"Szegedy, Balazs",3,10,0,0.267837
"Tamir, Tami",2,4,0.000026,0.266593
"Vetta, Adrian",1,10,0,0.263715
"Vicsek, Tamas",1,10,0,0.263715
"Vrecica, Sinisa T.",2,10,0.000005,0.264235
"Wagner, Uli",3,10,0,0.270387
"Yemini, Yechiam",1,10,0,0.263715
"Zivaljevic, Rade T.",2,10,0.000005,0.264235
"Antoniuk, Sylwia",1,10,0,0.264132
"Bednarska-Bzdega, Malgorzata",1,10,0,0.264132
"Benevides, Fabricio Siqueira",1,10,0,0.264132
"Bloznelis, Mindaugas",1,10,0,0.264132
"Figaj, Agnieszka",1,10,0,0.264132
"Gdala, Tomasz",1,10,0,0.264132
"Gogolewski, Marcin",1,10,0,0.264132
"Golebiewski, Zbigniew",1,10,0,0.264132
"Gorgol, Izolda",1,10,0,0.264132
"Grudka, Andrzej",1,10,0,0.264132
"Gruszka, Jacek",1,10,0,0.264132
"Jaworski, Jerzy",2,10,0,0.264162
"Koh, Young Mee",1,10,0,0.264132
"Konno, Norio",1,10,0,0.264132
"Kordecki, Wojciech",1,10,0,0.264132
"Kurzynski, Pawel",1,10,0,0.264132
"Kutylowski, Miroslaw",1,10,0,0.264132
"Newman, Charles M.",2,10,0.000017,0.266051
"Ree, Sangwook",1,10,0,0.264132
"Schmitt, John R.",4,10,0.000007,0.270927
"Segawa, Etsuo",1,10,0,0.264132
"Seierstad, Taral Guldahl",1,10,0,0.264132
"Swiatkowski, Jacek",1,10,0,0.264132
"Szymanska, Edyta",1,10,0,0.264132
"Tingley, Peter W.",1,10,0,0.264132
"Urbanski, Sebastian",1,10,0,0.264132
"Vigoda, Eric",2,10,0.000003,0.267254
"White, Matthew",1,10,0,0.264132
"Witkowski, Lukasz",1,10,0,0.264132
"Witkowski, Marcin",1,10,0,0.264132
"Wojcik, Antoni",1,10,0,0.264132
"Zagorski, Filip",1,10,0,0.264132
"Zhou, Zhi Ming",1,10,0,0.264132
"Aaronson, Jonathan",1,10,0,0.2565
"Aloui, Karam",1,10,0,0.2565
"Arnoux, Pierre",2,3,0,0.256706
"Car, Mireille",1,10,0,0.2565
"Cassaigne, Julien",3,10,0.000016,0.26276
"Dartyge, Cecile",6,10,0.000021,0.264453
"Ferenczi, Sebastien",2,10,0,0.259759
"Fouvry, Etienne",7,10,0.000082,0.265488
"Goubin, Louis",2,10,0,0.259759
"Gyarmati, Katalin",5,10,0.000004,0.266858
"Hubert, Pascal",2,10,0,0.259759
"Iwanik, Anzelm",1,10,0,0.2565
"Khachatrian, Levon H.",2,10,0,0.259759
"Konyagin, Sergei Vladimirovich",8,10,0.000051,0.271891
"Kwiatkowski, Jan",1,10,0,0.2565
"Lemanczyk, Mariusz",2,5,0.000002,0.258148
"Lesigne, Emmanuel",2,5,0.000002,0.258148
"Martin, Bruno^2",2,3,0.000001,0.258223
"Mkaouar, Mohamed",1,10,0,0.2565
"Mosse, Brigitte",1,10,0,0.2565
"Nakada, Hitoshi",1,10,0,0.2565
"Niederreiter, Harald",6,10,0.000036,0.264623
"Nogueira, Arnaldo C. R.",1,10,0,0.2565
"Rivat, Joel",6,3,0.000004,0.261366
"Shawket, Zaid",1,10,0,0.2565
"Shiokawa, Iekata",1,10,0,0.2565
"Tamura, Jun-ichi",1,10,0,0.2565
"Beame, Paul W.",2,10,0.000005,0.262544
"Bradonjic, Milan",1,10,0,0.256113
"Chan, Siu On",1,10,0,0.256113
"Connamacher, Harold S.",1,10,0,0.256113
